mp-2534,0.18610000610351562,0.5499104857444763
mp-20351,0.4546000063419342,0.5430663824081421
mp-2691,0.5095999836921692,0.6201829314231873
mp-22914,0.5645999908447266,0.5804972648620605
mp-1184046,0.5735999941825867,0.5804972648620605
mp-12779,0.6186000108718872,0.5972269773483276
mp-2133,0.7226999998092651,0.7525998950004578
mp-1018100,0.917900025844574,0.9191668033599854
mp-1008559,1.062399983406067,1.0869972705841064
mp-8884,1.1002999544143677,1.0752427577972412
mp-984718,1.142799973487854,1.0347687005996704
mp-866291,1.170799970626831,1.0876317024230957
mp-380,1.2003999948501587,1.1789939403533936
mp-569346,1.2120000123977661,1.2183977365493774
mp-1479,1.243499994277954,1.0869972705841064
mp-22925,1.367400050163269,1.3635802268981934
mp-2172,1.5037000179290771,1.5809240341186523
mp-2490,1.6038999557495117,1.5138373374938965
mp-8881,1.687000036239624,1.5809240341186523
mp-8880,1.9532999992370605,1.913282871246338
mp-561118,2.033799886703491,1.9871606826782227
mp-1178514,2.2060999870300293,2.0809576511383057
mp-1039,2.3612000942230225,2.276344060897827
mp-1541,2.6637001037597656,2.6026852130889893
mp-1008223,3.166100025177002,3.0314619541168213
mp-1185942,3.3877999782562256,3.3257453441619873
mp-661,4.0467000007629395,3.9550416469573975
mp-1639,4.4506001472473145,4.748105525970459
mp-2653,5.1975998878479,4.748105525970459
mp-1778,6.847700119018555,6.763772010803223
mp-1185301,7.47760009765625,7.043948650360107
mp-2534,0.18610000610351562,0.5499104857444763
mp-20351,0.4546000063419342,0.5430663824081421
mp-2691,0.5095999836921692,0.6201829314231873
mp-22914,0.5645999908447266,0.5804972648620605
mp-1184046,0.5735999941825867,0.5804972648620605
mp-12779,0.6186000108718872,0.5972269773483276
mp-2133,0.7226999998092651,0.7525998950004578
mp-1018100,0.917900025844574,0.9191668033599854
mp-1008559,1.062399983406067,1.0869972705841064
mp-8884,1.1002999544143677,1.0752427577972412
mp-984718,1.142799973487854,1.0347687005996704
mp-866291,1.170799970626831,1.0876317024230957
mp-380,1.2003999948501587,1.1789939403533936
mp-569346,1.2120000123977661,1.2183977365493774
mp-1479,1.243499994277954,1.0869972705841064
mp-22925,1.367400050163269,1.3635802268981934
mp-2172,1.5037000179290771,1.5809240341186523
mp-2490,1.6038999557495117,1.5138373374938965
mp-8881,1.687000036239624,1.5809240341186523
mp-8880,1.9532999992370605,1.913282871246338
mp-561118,2.033799886703491,1.9871606826782227
mp-1178514,2.2060999870300293,2.0809576511383057
mp-1039,2.3612000942230225,2.276344060897827
mp-1541,2.6637001037597656,2.6026852130889893
mp-1008223,3.166100025177002,3.0314619541168213
mp-1185942,3.3877999782562256,3.3257453441619873
mp-661,4.0467000007629395,3.9550416469573975
mp-1639,4.4506001472473145,4.748105525970459
mp-2653,5.1975998878479,4.748105525970459
mp-1778,6.847700119018555,6.763772010803223
mp-1185301,7.47760009765625,7.043948650360107
