mp-8883,0.22380000352859497,0.5499104857444763
mp-22913,0.4871000051498413,0.765015721321106
mp-966800,0.5134000182151794,0.5430663824081421
mp-1070,0.5723999738693237,0.6201829314231873
mp-406,0.5845999717712402,0.5972269773483276
mp-1986,0.6309000253677368,0.7525998950004578
mp-997618,0.7505999803543091,0.6778881549835205
mp-2469,1.0492000579833984,0.9930593967437744
mp-2176,1.0733000040054321,1.0752427577972412
mp-672,1.125,0.9930593967437744
mp-1190,1.1663000583648682,1.1789939403533936
mp-22895,1.176300048828125,1.2183977365493774
mp-10044,1.2036999464035034,1.0347687005996704
mp-2624,1.2254999876022339,0.9191668033599854
mp-8882,1.3001999855041504,1.5138373374938965
mp-22894,1.3876999616622925,1.3635802268981934
mp-830,1.570099949836731,2.3706612586975098
mp-1550,1.6294000148773193,1.913282871246338
mp-804,1.7265000343322754,2.3706612586975098
mp-252,2.0172998905181885,2.7033896446228027
mp-9946,2.036799907684326,1.9871606826782227
mp-1183441,2.271199941635132,2.7033896446228027
mp-1018040,2.5764999389648438,2.1799652576446533
mp-422,3.1452999114990234,5.185781955718994
mp-1700,3.3055999279022217,3.9550416469573975
mp-776911,3.4256999492645264,5.068676948547363
mp-570935,4.371300220489502,5.007065296173096
mp-976280,4.934999942779541,6.443295001983643
mp-1185319,5.737299919128418,4.701486110687256
mp-2542,7.463900089263916,6.763772010803223
mp-8883,0.22380000352859497,0.5499104857444763
mp-22913,0.4871000051498413,0.765015721321106
mp-966800,0.5134000182151794,0.5430663824081421
mp-1070,0.5723999738693237,0.6201829314231873
mp-406,0.5845999717712402,0.5972269773483276
mp-1986,0.6309000253677368,0.7525998950004578
mp-997618,0.7505999803543091,0.6778881549835205
mp-2469,1.0492000579833984,0.9930593967437744
mp-2176,1.0733000040054321,1.0752427577972412
mp-672,1.125,0.9930593967437744
mp-1190,1.1663000583648682,1.1789939403533936
mp-22895,1.176300048828125,1.2183977365493774
mp-10044,1.2036999464035034,1.0347687005996704
mp-2624,1.2254999876022339,0.9191668033599854
mp-8882,1.3001999855041504,1.5138373374938965
mp-22894,1.3876999616622925,1.3635802268981934
mp-830,1.570099949836731,2.3706612586975098
mp-1550,1.6294000148773193,1.913282871246338
mp-804,1.7265000343322754,2.3706612586975098
mp-252,2.0172998905181885,2.7033896446228027
mp-9946,2.036799907684326,1.9871606826782227
mp-1183441,2.271199941635132,2.7033896446228027
mp-1018040,2.5764999389648438,2.1799652576446533
mp-422,3.1452999114990234,5.185781955718994
mp-1700,3.3055999279022217,3.9550416469573975
mp-776911,3.4256999492645264,5.068676948547363
mp-570935,4.371300220489502,5.007065296173096
mp-976280,4.934999942779541,6.443295001983643
mp-1185319,5.737299919128418,4.701486110687256
mp-2542,7.463900089263916,6.763772010803223
