mp-1046803,1.1784,O,Sb,2.065811355724315
mp-1080305,0.3621,Ce,Se,2.9366298023120088
mp-1179447,5.6304,O,Si,1.6022567276293898
mp-1080250,0.6962,Ce,Se,2.716472845796404
mp-1185487,6.2232,F,Lu,2.372181280660434
mp-1080863,1.0034,Ce,Se,2.717164791038535
mp-1008785,0.6072,O,Ru,2.1032171721390305
mp-1042086,0.0418,Mo,S,2.2660343306299953
mp-1039441,0.1773,Ca,Mg,3.4247765548929827
mp-1098704,0.4621,Ce,Se,2.709425929251981
mp-1062711,0.5281,Pd,Rb,3.5708115356555012
mp-1188071,2.0222,I,Zr,2.710331841394172
mp-1019086,4.6605,C,N,1.4681410425827974
mp-1018141,1.3754,Ba,C,3.084768381061743
mp-1188318,7.0285,H,Si,1.4809729618899035
mp-1042656,1.8159,O,W,2.055016639664768
mp-1196483,2.5398,Bi,O,2.1639907877495417
mp-1023936,1.5378,Se,W,2.5362598363993136
mp-1028586,4.0784,Te,W,2.7304972563583196
mp-1194880,0.8665,I,W,2.6663280834089242
mp-1173004,1.2265,Mo,O,1.882334319924523
mp-1180757,1.0346,K,N,2.7816156622033956
mp-1087509,0.6721,Os,P,2.1687782703247316
mp-1104544,0.9345,O,Sn,2.09572992299005
mp-1105631,1.4491,As,O,1.8118787298844465
mp-1042098,1.6382,S,Ti,2.2761985081920706
mp-1018659,0.8878,Ce,O,2.205516001936226
mp-1179622,2.7035,N,S,1.6469364220325393
mp-1180520,0.4295,Li,S,2.4221329045416007
mp-1206896,0.0943,Te,Yb,2.685418762078001
mp-1080852,1.0135,Ce,Se,2.717024008710666
mp-1179882,0.1826,N,Na,2.521982087014578
mp-1104073,2.4349,C,N,1.5026207587139084
mp-1214171,3.7764,C,F,1.3538031552189147
mp-1185580,0.0137,Mg,Pd,3.1632039259641553
mp-1014910,0.1566,Cr,N,1.7356356259075987
mp-1009819,2.7426,O,Sr,2.7207954751711854
mp-1212889,7.8654,Dy,F,2.256009736453732
mp-1197234,0.5691,C,Ir,2.101267450826634
mp-1185575,0.0538,Ir,Mg,3.162758425773612
