mp-22906,4.2392,Br,Cs,3.746098729694439
mp-22691,0.6665,In,Se,2.654575417834053
mp-723629,2.9994,I,Na,3.1317950257583105
mp-1008559,1.0624,B,P,1.9574046686968982
mp-705472,0.944,As,S,2.296460600635631
mp-1245304,0.3524,Co,O,1.9374097158460952
mp-1228677,1.296,Au,Cl,2.3365718033970473
mp-11714,2.2226,C,Si,1.8843990765268843
mp-8936,0.8559,Se,Sn,2.679644824678312
mp-15668,0.4942,Na,Se,3.058817987552588
mp-2691,0.5096,Cd,Se,2.6589325182118237
mp-2853,0.4207,Ga,N,2.135235002931865
mp-557835,2.9859,F,Tl,2.437164616629543
mp-21526,0.3735,K,Pb,3.8386948088578743
mp-22851,3.9736,Cl,Na,3.0329855088798228
mp-691,0.6751,Se,Sn,2.766501208457349
mp-1200168,1.9412,C,Si,1.8937939413357034
mp-1008786,0.4271,Mg,Te,2.9723952179798236
mp-1183441,2.2712,Be,Te,2.451871018426996
mp-2605,3.6301,Ca,O,2.4035555506998865
mp-997569,2.1634,Al,P,2.2506705597271632
mp-1444738,3.8797,Cs,I,3.878964003721448
mp-634101,2.784,Cl,H,1.5335830014208232
mp-1199343,2.0023,S,Zn,2.3456398907758165
mp-7931,0.4594,P,Sr,3.1208613731332155
mp-1018100,0.9179,Al,Sb,2.6748489948927094
mp-1519,1.5535,Ca,Te,3.1958542138806405
mp-608468,1.9701,S,Zn,2.3530293603828274
mp-754983,0.3409,Cr,O,2.079782014296902
mp-568388,0.8322,Bi,I,3.0416434653593187
mp-571383,0.1783,Pd,Se,2.425406217793527
mp-10013,0.1654,S,Sn,2.8276959192856292
mp-871,0.1802,Fe,Si,2.2539866329847746
mp-1071319,0.2949,Te,Zn,2.6957267298129053
mp-7373,0.0919,As,Cd,2.654414327089411
mp-8360,0.8246,Rb,Te,3.6155684814093547
mp-1274279,1.8157,Fe,O,2.1686343212144386
mp-1244980,1.3911,S,Zn,2.2073895288950824
mp-252,2.0173,Be,Te,2.452114869478139
mp-1078644,1.6427,O,Sn,2.178010964229946
mp-13178,3.2687,Al,N,1.9122506646328736
mp-542846,1.9805,As,S,2.234977381058612
mp-1178414,0.4958,Cr,O,2.0506130231751856
mp-571195,1.069,Te,Zn,2.6658344717288496
mp-1008505,0.0268,Ba,Pd,3.3186975001614125
mp-543011,2.0396,S,Zn,2.360100818771216
mp-1245300,1.1409,S,Zn,2.1837303562264716
mp-1958,1.7616,Sr,Te,3.3558352743510893
mp-1245076,0.5374,O,Sn,2.1229313563212178
mp-1245136,1.0427,S,Zn,2.298354577272638
mp-573495,1.1833,Cl,I,2.4239541916954837
mp-1370,1.5634,Cs,Si,3.594862110864183
mp-555782,2.0638,S,Zn,2.331859980643909
mp-549706,3.3701,Mg,O,1.9733349271461347
mp-2507,2.0036,Ga,S,2.333406030059727
mp-570363,1.3839,Li,Si,2.6158591018965662
mp-726184,1.7194,Pb,S,2.6604683475898283
mp-2064,5.905,F,Rb,2.9188928799936225
mp-1181862,0.2766,Cd,S,2.7557459999999994
mp-726865,3.7324,I,K,3.5812376577900378
mp-23227,0.4321,Br,Cu,2.369695404626291
mp-22895,1.1763,Cu,I,2.603773801896238
mp-554253,2.0623,S,Zn,2.3327946339714485
mp-995197,3.5572,C,H,1.0939741682805064
mp-1245149,0.0365,N,Ta,2.0377860150340648
mp-1190649,2.7412,Mg,O,1.9558519278864726
mp-8455,5.938,Cs,F,3.20614469029031
mp-1068462,0.6296,La,S,2.344812854822407
mp-1017533,0.2059,N,Y,2.4835329708747667
mp-1245197,0.8604,S,Zn,2.3262709799380734
mp-1232659,1.3105,Mn,O,2.198528108381512
mp-1244882,0.5801,Co,O,1.8538786860348297
mp-1184046,0.5736,Cl,Cu,2.320556635039382
mp-574424,1.9567,N,Se,1.8047658166359983
mp-557151,2.0574,S,Zn,2.355046980806568
mp-570935,4.3713,I,Li,2.7625668884583106
mp-567505,1.7772,C,Si,1.8834246712479685
mp-632326,5.8162,Cl,H,1.2978880288727017
mp-8062,1.3669,C,Si,1.8853339349874463
mp-1342,2.0906,Ba,O,2.7903915727743627
mp-22858,2.1452,I,Tl,3.3444210205947495
mp-8882,1.3002,Ga,P,2.357419196275227
mp-1179985,1.3982,Br,P,2.0470561787848442
mp-866291,1.1708,Ag,Br,2.7019094893127016
